Manpower,Disaster_Group,Disaster_Subgroup,Disaster_Type
40,Natural,Hydrological,Flood
95,Natural,Meteorological,Storm
47,Natural,Hydrological,Flood
9118,Natural,Climatological,Drought
116,Natural,Hydrological,Flood
9130,Natural,Climatological,Drought
117,Natural,Hydrological,Flood
55,Natural,Biological,Epidemic
24,Natural,Meteorological,Storm
217,Natural,Hydrological,Flood
282,Natural,Meteorological,Storm
124,Natural,Hydrological,Flood
33,Natural,Geophysical,Earthquake
199,Natural,Meteorological,Storm
195,Natural,Climatological,Wildfire
198,Natural,Climatological,Wildfire
9303,Natural,Climatological,Drought
127,Natural,Geophysical,Earthquake
161,Natural,Geophysical,Earthquake
158,Natural,Hydrological,Flood
264,Natural,Meteorological,Storm
266,Natural,Meteorological,Storm
255,Natural,Meteorological,Storm
299,Natural,Hydrological,Flood
298,Natural,Hydrological,Landslide
338,Natural,Meteorological,Storm
76,Natural,Hydrological,Flood
98,Natural,Biological,Epidemic
9350,Natural,Climatological,Drought
100,Natural,Hydrological,Flood
32,Natural,Hydrological,Flood
71,Natural,Meteorological,Storm
247,Natural,Meteorological,Extreme temperature 
84,Natural,Meteorological,Storm
82,Natural,Hydrological,Flood
68,Natural,Geophysical,Earthquake
58,Natural,Hydrological,Flood
69,Natural,Hydrological,Landslide
401,Natural,Hydrological,Landslide
88,Natural,Hydrological,Flood
308,Natural,Hydrological,Flood
310,Natural,Hydrological,Flood
383,Natural,Hydrological,Landslide
22,Natural,Hydrological,Flood
104,Natural,Meteorological,Storm
300,Natural,Meteorological,Extreme temperature 
74,Natural,Meteorological,Storm
121,Natural,Hydrological,Flood
116,Natural,Hydrological,Flood
113,Natural,Hydrological,Flood
117,Natural,Hydrological,Flood
302,Natural,Hydrological,Landslide
305,Natural,Hydrological,Landslide
304,Natural,Climatological,Wildfire
119,Natural,Meteorological,Storm
336,Natural,Meteorological,Storm
103,Natural,Hydrological,Flood
276,Natural,Hydrological,Landslide
9060,Natural,Climatological,Drought
92,Natural,Geophysical,Earthquake
9338,Natural,Climatological,Drought
9060,Natural,Climatological,Drought
166,Natural,Geophysical,Earthquake
292,Natural,Meteorological,Storm
293,Natural,Hydrological,Flood
74,Natural,Hydrological,Flood
527,Natural,Hydrological,Flood
9139,Natural,Climatological,Drought
45,Natural,Climatological,Wildfire
457,Natural,Meteorological,Storm
459,Natural,Meteorological,Storm
461,Natural,Meteorological,Storm
336,Natural,Hydrological,Flood
146,Natural,Geophysical,Earthquake
537,Natural,Biological,Epidemic
72,Natural,Meteorological,Storm
56,Natural,Meteorological,Storm
133,Natural,Meteorological,Storm
147,Natural,Meteorological,Storm
141,Natural,Biological,Epidemic
62,Natural,Hydrological,Flood
91,Natural,Hydrological,Flood
115,Natural,Hydrological,Flood
505,Natural,Hydrological,Flood
55,Natural,Hydrological,Flood
9007,Natural,Climatological,Drought
9535,Natural,Climatological,Drought
204,Natural,Hydrological,Landslide
9206,Natural,Climatological,Drought
1,Natural,Hydrological,Flood
75,Natural,Hydrological,Flood
300,Natural,Hydrological,Flood
387,Natural,Meteorological,Storm
104,Natural,Meteorological,Storm
388,Natural,Hydrological,Flood
127,Natural,Geophysical,Earthquake
63,Natural,Meteorological,Storm
69,Natural,Meteorological,Storm
144,Natural,Geophysical,Earthquake
51,Natural,Geophysical,Mass movement (dry)
83,Natural,Hydrological,Flood
313,Natural,Meteorological,Storm
485,Natural,Meteorological,Storm
9019,Natural,Climatological,Drought
491,Natural,Meteorological,Storm
318,Natural,Meteorological,Storm
59,Natural,Geophysical,Earthquake
100,Natural,Geophysical,Mass movement (dry)
38,Natural,Meteorological,Storm
65,Natural,Geophysical,Earthquake
42,Natural,Hydrological,Flood
469,Natural,Meteorological,Storm
350,Natural,Climatological,Wildfire
349,Natural,Hydrological,Flood
9060,Natural,Climatological,Drought
340,Natural,Meteorological,Storm
44,Natural,Climatological,Wildfire
73,Natural,Hydrological,Landslide
464,Natural,Hydrological,Flood
111,Natural,Hydrological,Flood
137,Natural,Hydrological,Flood
9060,Natural,Climatological,Drought
47,Natural,Meteorological,Storm
57,Natural,Meteorological,Storm
9018,Natural,Climatological,Drought
346,Natural,Meteorological,Storm
343,Natural,Hydrological,Flood
342,Natural,Hydrological,Landslide
344,Natural,Hydrological,Landslide
208,Natural,Climatological,Wildfire
103,Natural,Hydrological,Flood
341,Natural,Meteorological,Storm
345,Natural,Hydrological,Flood
407,Natural,Meteorological,Storm
161,Natural,Geophysical,Earthquake
171,Natural,Geophysical,Earthquake
357,Natural,Climatological,Wildfire
93,Natural,Geophysical,Volcanic activity
121,Natural,Meteorological,Storm
303,Natural,Meteorological,Storm
63,Natural,Meteorological,Storm
309,Natural,Geophysical,Earthquake
200,Natural,Meteorological,Storm
6,Natural,Hydrological,Landslide
109,Natural,Hydrological,Flood
174,Natural,Meteorological,Storm
243,Natural,Hydrological,Landslide
245,Natural,Meteorological,Storm
356,Natural,Hydrological,Flood
4,Natural,Climatological,Wildfire
2,Natural,Biological,Epidemic
91,Natural,Hydrological,Flood
33,Natural,Biological,Epidemic
41,Natural,Hydrological,Flood
7,Natural,Hydrological,Flood
93,Natural,Meteorological,Storm
32,Natural,Hydrological,Flood
39,Natural,Biological,Epidemic
49,Natural,Hydrological,Flood
50,Natural,Hydrological,Flood
114,Natural,Hydrological,Flood
168,Natural,Hydrological,Flood
165,Natural,Hydrological,Flood
9211,Natural,Climatological,Drought
65,Natural,Meteorological,Storm
58,Natural,Meteorological,Storm
412,Natural,Meteorological,Storm
48,Natural,Hydrological,Landslide
82,Natural,Meteorological,Storm
213,Natural,Meteorological,Storm
398,Natural,Meteorological,Storm
76,Natural,Hydrological,Flood
376,Natural,Hydrological,Flood
69,Natural,Geophysical,Volcanic activity
99,Natural,Hydrological,Flood
85,Natural,Meteorological,Storm
252,Natural,Meteorological,Storm
259,Natural,Meteorological,Storm
261,Natural,Meteorological,Storm
247,Natural,Meteorological,Storm
92,Natural,Meteorological,Storm
100,Natural,Hydrological,Flood
280,Natural,Meteorological,Storm
278,Natural,Climatological,Wildfire
79,Natural,Meteorological,Storm
61,Natural,Meteorological,Storm
258,Natural,Meteorological,Storm
257,Natural,Meteorological,Storm
254,Natural,Climatological,Wildfire
256,Natural,Climatological,Wildfire
300,Natural,Meteorological,Storm
416,Natural,Biological,Epidemic
20,Natural,Biological,Epidemic
265,Natural,Climatological,Wildfire
266,Natural,Climatological,Wildfire
372,Natural,Geophysical,Volcanic activity
63,Natural,Meteorological,Storm
132,Natural,Geophysical,Volcanic activity
9400,Natural,Climatological,Drought
241,Natural,Hydrological,Landslide
244,Natural,Meteorological,Extreme temperature 
24,Natural,Geophysical,Earthquake
165,Natural,Hydrological,Flood
113,Natural,Hydrological,Flood
23,Natural,Meteorological,Storm
334,Natural,Meteorological,Storm
4,Natural,Climatological,Wildfire
331,Natural,Climatological,Wildfire
210,Natural,Hydrological,Flood
245,Natural,Hydrological,Flood
177,Natural,Meteorological,Storm
246,Natural,Meteorological,Extreme temperature 
116,Natural,Hydrological,Flood
150,Natural,Hydrological,Flood
48,Natural,Meteorological,Storm
12,Natural,Hydrological,Flood
38,Natural,Biological,Epidemic
123,Natural,Meteorological,Storm
129,Natural,Biological,Epidemic
299,Natural,Hydrological,Flood
225,Natural,Meteorological,Storm
167,Natural,Hydrological,Flood
112,Natural,Meteorological,Storm
50,Natural,Hydrological,Flood
9011,Natural,Climatological,Drought
136,Natural,Hydrological,Flood
37,Natural,Biological,Epidemic
201,Natural,Meteorological,Storm
77,Natural,Climatological,Wildfire
99,Natural,Meteorological,Storm
41,Natural,Geophysical,Earthquake
55,Natural,Geophysical,Earthquake
101,Natural,Geophysical,Earthquake
65,Natural,Hydrological,Flood
26,Natural,Hydrological,Landslide
84,Natural,Meteorological,Storm
9211,Natural,Climatological,Drought
51,Natural,Meteorological,Storm
58,Natural,Hydrological,Flood
74,Natural,Meteorological,Storm
88,Natural,Hydrological,Flood
91,Natural,Hydrological,Flood
301,Natural,Hydrological,Flood
304,Natural,Hydrological,Flood
310,Natural,Hydrological,Flood
30,Natural,Meteorological,Storm
248,Natural,Hydrological,Landslide
247,Natural,Meteorological,Extreme temperature 
134,Natural,Meteorological,Storm
231,Natural,Hydrological,Flood
189,Natural,Meteorological,Storm
179,Natural,Meteorological,Storm
176,Natural,Meteorological,Storm
14,Natural,Hydrological,Flood
386,Natural,Geophysical,Earthquake
143,Natural,Hydrological,Flood
35,Natural,Climatological,Wildfire
269,Natural,Meteorological,Extreme temperature 
271,Natural,Climatological,Wildfire
96,Natural,Climatological,Wildfire
86,Natural,Hydrological,Flood
152,Natural,Biological,Epidemic
153,Natural,Hydrological,Flood
21,Natural,Meteorological,Storm
42,Natural,Meteorological,Storm
44,Natural,Meteorological,Storm
175,Natural,Meteorological,Storm
251,Natural,Meteorological,Extreme temperature 
87,Natural,Climatological,Wildfire
289,Natural,Biological,Epidemic
33,Natural,Climatological,Wildfire
257,Natural,Meteorological,Extreme temperature 
256,Natural,Climatological,Wildfire
120,Natural,Geophysical,Earthquake
222,Natural,Meteorological,Storm
137,Natural,Meteorological,Storm
38,Natural,Hydrological,Flood
214,Natural,Meteorological,Storm
29,Natural,Meteorological,Storm
121,Natural,Meteorological,Storm
216,Natural,Meteorological,Storm
217,Natural,Meteorological,Storm
231,Natural,Hydrological,Flood
8,Natural,Biological,Insect infestation
50,Natural,Meteorological,Storm
96,Natural,Hydrological,Flood
117,Natural,Meteorological,Storm
131,Natural,Meteorological,Storm
91,Natural,Biological,Epidemic
232,Natural,Hydrological,Flood
284,Natural,Meteorological,Storm
140,Natural,Geophysical,Earthquake
18,Natural,Meteorological,Storm
3,Natural,Hydrological,Flood
141,Natural,Geophysical,Earthquake
87,Natural,Biological,Epidemic
49,Natural,Hydrological,Flood
13,Natural,Biological,Insect infestation
187,Natural,Hydrological,Flood
188,Natural,Climatological,Wildfire
242,Natural,Climatological,Wildfire
185,Natural,Meteorological,Storm
94,Natural,Meteorological,Storm
149,Natural,Meteorological,Storm
67,Natural,Meteorological,Storm
75,Natural,Hydrological,Flood
213,Natural,Meteorological,Storm
173,Natural,Geophysical,Earthquake
81,Natural,Meteorological,Storm
82,Natural,Meteorological,Storm
268,Natural,Meteorological,Storm
15,Natural,Meteorological,Extreme temperature 
47,Natural,Meteorological,Storm
77,Natural,Meteorological,Storm
86,Natural,Hydrological,Flood
229,Natural,Hydrological,Flood
264,Natural,Meteorological,Storm
100,Natural,Geophysical,Volcanic activity
247,Natural,Hydrological,Landslide
248,Natural,Hydrological,Landslide
292,Natural,Hydrological,Landslide
78,Natural,Meteorological,Storm
120,Natural,Hydrological,Flood
9404,Natural,Climatological,Drought
402,Natural,Hydrological,Flood
68,Natural,Meteorological,Storm
9,Natural,Biological,Insect infestation
143,Natural,Meteorological,Storm
52,Natural,Hydrological,Flood
83,Natural,Climatological,Wildfire
147,Natural,Meteorological,Storm
21,Natural,Biological,Insect infestation
73,Natural,Biological,Insect infestation
113,Natural,Geophysical,Earthquake
170,Natural,Geophysical,Earthquake
198,Natural,Meteorological,Storm
200,Natural,Meteorological,Storm
144,Natural,Geophysical,Earthquake
70,Natural,Geophysical,Earthquake
162,Natural,Geophysical,Earthquake
100,Natural,Hydrological,Flood
385,Natural,Hydrological,Landslide
105,Natural,Biological,Epidemic
2,Natural,Climatological,Wildfire
78,Natural,Hydrological,Flood
331,Natural,Meteorological,Storm
300,Natural,Hydrological,Flood
10,Natural,Biological,Epidemic
231,Natural,Biological,Epidemic
8,Natural,Biological,Insect infestation
132,Natural,Hydrological,Flood
110,Natural,Meteorological,Storm
203,Natural,Biological,Epidemic
220,Natural,Biological,Epidemic
319,Natural,Hydrological,Flood
572,Natural,Biological,Epidemic
164,Natural,Meteorological,Storm
53,Natural,Hydrological,Flood
52,Natural,Hydrological,Flood
9103,Natural,Climatological,Drought
233,Natural,Hydrological,Flood
535,Natural,Meteorological,Storm
135,Natural,Meteorological,Storm
284,Natural,Hydrological,Flood
317,Natural,Hydrological,Flood
316,Natural,Hydrological,Flood
346,Natural,Meteorological,Storm
126,Natural,Hydrological,Flood
403,Natural,Hydrological,Flood
217,Natural,Hydrological,Landslide
72,Natural,Meteorological,Storm
136,Natural,Meteorological,Storm
102,Natural,Geophysical,Earthquake
149,Natural,Geophysical,Earthquake
98,Natural,Hydrological,Flood
393,Natural,Hydrological,Flood
408,Natural,Hydrological,Flood
150,Natural,Hydrological,Landslide
114,Natural,Meteorological,Storm
159,Natural,Meteorological,Storm
344,Natural,Meteorological,Storm
95,Natural,Climatological,Wildfire
77,Natural,Biological,Epidemic
134,Natural,Hydrological,Flood
147,Natural,Meteorological,Storm
12,Natural,Biological,Insect infestation
48,Natural,Meteorological,Storm
124,Natural,Hydrological,Flood
167,Natural,Hydrological,Landslide
554,Natural,Hydrological,Landslide
49,Natural,Meteorological,Storm
350,Natural,Meteorological,Storm
138,Natural,Climatological,Wildfire
161,Natural,Meteorological,Storm
306,Natural,Geophysical,Earthquake
173,Natural,Biological,Insect infestation
82,Natural,Hydrological,Landslide
310,Natural,Hydrological,Flood
359,Natural,Meteorological,Storm
148,Natural,Meteorological,Storm
207,Natural,Hydrological,Flood
19,Natural,Biological,Insect infestation
9014,Natural,Climatological,Drought
332,Natural,Meteorological,Storm
192,Natural,Meteorological,Storm
395,Natural,Hydrological,Flood
590,Natural,Meteorological,Storm
191,Natural,Meteorological,Storm
55,Natural,Biological,Epidemic
5,Natural,Biological,Insect infestation
118,Natural,Meteorological,Storm
165,Natural,Biological,Epidemic
15,Natural,Biological,Insect infestation
596,Natural,Meteorological,Extreme temperature 
145,Natural,Climatological,Wildfire
339,Natural,Meteorological,Storm
51,Natural,Geophysical,Volcanic activity
88,Natural,Climatological,Wildfire
9588,Natural,Climatological,Drought
170,Natural,Hydrological,Flood
285,Natural,Meteorological,Storm
296,Natural,Meteorological,Extreme temperature 
420,Natural,Hydrological,Flood
467,Natural,Geophysical,Earthquake
43,Natural,Geophysical,Earthquake
235,Natural,Hydrological,Flood
116,Natural,Hydrological,Flood
400,Natural,Hydrological,Flood
337,Natural,Hydrological,Flood
79,Natural,Geophysical,Earthquake
294,Natural,Hydrological,Flood
474,Natural,Meteorological,Storm
518,Natural,Meteorological,Storm
220,Natural,Meteorological,Storm
242,Natural,Hydrological,Flood
264,Natural,Meteorological,Storm
249,Natural,Hydrological,Flood
71,Natural,Hydrological,Flood
285,Natural,Hydrological,Flood
191,Natural,Meteorological,Extreme temperature 
67,Natural,Hydrological,Flood
182,Natural,Biological,Epidemic
524,Natural,Geophysical,Volcanic activity
35,Natural,Geophysical,Earthquake
502,Natural,Geophysical,Earthquake
320,Natural,Hydrological,Flood
363,Natural,Hydrological,Flood
215,Natural,Hydrological,Flood
240,Natural,Hydrological,Flood
388,Natural,Hydrological,Flood
402,Natural,Hydrological,Flood
307,Natural,Hydrological,Landslide
309,Natural,Hydrological,Landslide
370,Natural,Meteorological,Storm
439,Natural,Meteorological,Storm
12,Natural,Biological,Epidemic
148,Natural,Hydrological,Flood
251,Natural,Meteorological,Storm
261,Natural,Meteorological,Storm
401,Natural,Hydrological,Flood
335,Natural,Hydrological,Flood
288,Natural,Biological,Epidemic
136,Natural,Geophysical,Volcanic activity
373,Natural,Hydrological,Flood
468,Natural,Meteorological,Storm
131,Natural,Biological,Insect infestation
1,Natural,Hydrological,Flood
466,Natural,Meteorological,Storm
224,Natural,Hydrological,Flood
248,Natural,Meteorological,Storm
139,Natural,Hydrological,Flood
385,Natural,Hydrological,Flood
42,Natural,Geophysical,Earthquake
15,Natural,Biological,Insect infestation
404,Natural,Meteorological,Storm
341,Natural,Hydrological,Flood
68,Natural,Biological,Epidemic
243,Natural,Biological,Insect infestation
443,Natural,Hydrological,Flood
493,Natural,Hydrological,Flood
149,Natural,Biological,Epidemic
186,Natural,Biological,Epidemic
448,Natural,Biological,Insect infestation
298,Natural,Meteorological,Extreme temperature 
463,Natural,Geophysical,Earthquake
418,Natural,Hydrological,Flood
9002,Natural,Climatological,Drought
213,Natural,Hydrological,Flood
116,Natural,Meteorological,Storm
138,Natural,Hydrological,Flood
142,Natural,Hydrological,Flood
130,Natural,Hydrological,Landslide
224,Natural,Meteorological,Storm
122,Natural,Biological,Epidemic
123,Natural,Biological,Epidemic
111,Natural,Hydrological,Flood
134,Natural,Meteorological,Storm
115,Natural,Geophysical,Earthquake
141,Natural,Geophysical,Earthquake
112,Natural,Biological,Epidemic
183,Natural,Biological,Epidemic
114,Natural,Meteorological,Storm
107,Natural,Hydrological,Flood
133,Natural,Meteorological,Storm
129,Natural,Hydrological,Flood
145,Natural,Meteorological,Storm
135,Natural,Geophysical,Earthquake
9016,Natural,Climatological,Drought
144,Natural,Meteorological,Storm
9126,Natural,Climatological,Drought
139,Natural,Hydrological,Flood
184,Natural,Hydrological,Flood
185,Natural,Hydrological,Flood
186,Natural,Hydrological,Flood
131,Natural,Hydrological,Flood
